0xff8150d8,_GetSystemTime
0xffb031cc,EscapeFocusLens_FW
0xff81addc,exec_FW
0xffb1c158,ExecuteDigicon_FW
0xff816d3c,ExecuteEventProcedure
0xff816d3c,ExecuteEventProcedure_FW
0xff82eac0,ExecuteLoadTest_FW
0xff9d3c34,ExecuteResetFactoryWithRomWrite_FW
0xff98fc60,ExecuteScript_FW
0xffb1be3c,ExecuteTestRec_FW
0xffb1c1bc,ExecuteTestRecCF_FW
0xff98f044,ExitFromCompensationEVF,(stubs_entry_2.s)
0xff98f044,ExitFromCompensationEVF_FW
0xff98f9f8,ExitFromRemoteCaptureMode_FW
0xff98f8bc,ExitShooting_FW
0xff822954,ExitTask
0xff822954,ExitTask_FW
0xff98fbd0,ExitTestRec_FW
0xff812834,exmem_alloc
0xff8176a4,ExportToEventProcedure_FW
0xffb08b44,FA.Create_FW
0xffb08b78,FA.Delete_FW
0xffb08e48,FADBGPrintf_FW
0xffb08d60,FADBGSingal_FW
0xffb08fdc,FAPrintf_FW
0xff8745b8,Fclose_Fut
0xff8745b8,Fclose_Fut_FW
0xff8747b4,Feof_Fut
0xff8747f0,Fflush_Fut
0xff87471c,Fgets_Fut
0xff9b3478,FillRectangleToDialog_FW
0xffb1239c,FixAEWithCompensation_FW
0xff98f13c,FixProgramShift_FW
0xff98e8e8,FlushWriteCache_FW
0xffa6ac08,FmtMenu_ExecuteQuickFormat_FW
0xffb12290,FocusAEWithCompensation_FW
0xff874578,Fopen_Fut
0xff874578,Fopen_Fut_FW
0xff874674,Fread_Fut
0xff874674,Fread_Fut_FW
0xffb1f05c,FreeBufferForSoundRec_FW
0xff81ac5c,FreeMemory
0xff81ac5c,FreeMemory_FW
0xff814ed4,FreeUncacheableMemory
0xff874768,Fseek_Fut
0xff874768,Fseek_Fut_FW
0xff874838,Fut.Save_FW
0xff8746c8,Fwrite_Fut
0xff8746c8,Fwrite_Fut_FW
0xff82b5bc,GetAdChValue_FW
0xffb075d0,GetAdjTableMapVersion_FW
0xffb075e0,GetAdjTableValueVersion_FW
0xffb07588,GetAdjTableVersion_FW
0xff82b5ec,GetAdVBattBottom_FW
0xffb0b0a8,GetAEIntegralServiceMode_FW
0xffb0a948,GetAEIntegralValue_FW
0xffb0ac20,GetAEIntegralValueWithFix_FW
0xffb0ad90,GetAllAEIntegralAllValueWithFix_FW
0xff9b418c,GetAttributeFromDialogItem_FW
0xff82f584,GetBatteryTemperature
0xff82f584,GetBatteryTemperature_FW
0xff81a6e8,GetBuildDate_FW
0xff81a700,GetBuildTime_FW
0xff82f570,GetCCDTemperature
0xff82f570,GetCCDTemperature_FW
0xffb0c96c,GetCdsGainValue_FW
0xff81b938,GetCh_FW
0xffb13418,GetContinuousVRAMData_FW
0xffb13d14,GetContinuousVRAMDataWithRingBuffer_FW
0xffb0c628,GetCurrentAdjImgDriveType_FW
0xffb0cf4c,GetCurrentAvValue
0xffb0cf4c,GetCurrentAvValue_FW
0xff9d9b98,GetCurrentCaptureModeType_FW
0xffaf7ccc,GetCurrentEncoderPosition_FW
0xffb0cbe0,GetCurrentExposureTime_FW
0xffb0f210,GetCurrentFocusLensPosition_FW
0xffb0c638,GetCurrentImgDrvMode_FW
0xffb0cbf8,GetCurrentShutterSpeed_FW
0xffb0f1b8,GetCurrentTargetDistance
0xffb0f1b8,GetCurrentTargetDistance_FW
0xffb0e874,GetCurrentZoomLensDirection_FW
0xffb0e860,GetCurrentZoomLensPoint_FW
0xffb0e84c,GetCurrentZoomLensPosition_FW
0xffb147e4,GetDay_FW
0xff954a64,GetDefectCount_FW
0xff9b3690,GetDialogBoxWindow_FW
0xff9b42ec,GetDialogItemPosition_FW
0xff9b38a8,GetDialogItemPositionToDialog_FW
0xff9b436c,GetDialogItemResolution_FW
0xff9b38dc,GetDialogItemResolutionToDialog_FW
0xffb1121c,GetDigiconData_FW
0xff87ad70,GetDrive_ClusterSize
0xff87ade8,GetDrive_FreeClusters
0xff87adac,GetDrive_TotalClusters
0xff820ecc,GetEventFlagValue
0xffb11c28,GetExStrobeID_FW
0xff81a724,GetFirmwareVersion_FW
0xffb0f190,GetFocusDefaultResetPosition_FW
0xff9b313c,GetFocusedItemIDOfDialogItem_FW
0xffb02e28,GetFocusLensCurrentPosition_FW
0xffb03158,GetFocusLensMoveCompleteTime_FW
0xffb03164,GetFocusLensNdCoefficientPulse_FW
0xffb02e78,GetFocusLensResetDefaultPosition_FW
0xffb02e3c,GetFocusLensResetPosition_FW
0xffb02e50,GetFocusLensResetPositionForInside_FW
0xffb02e64,GetFocusLensResetPositionForOutside_FW
0xffb03178,GetFocusLensSettingMaxSpeed_FW
0xffb0318c,GetFocusLensSettingMaxSpeedByDeltaType_FW
0xffb03260,GetFocusLensSubjectDistance_FW
0xffb03284,GetFocusLensSubjectDistanceFromLens_FW
0xffaed450,GetFocusPiSensorLevel_FW
0xffb0f1a4,GetFocusResetPosition_FW
0xff9b3720,GetFocusScopeToDialog_FW
0xffb14814,GetHour_FW
0xff82991c,GetHVSw_FW
0xffaf8e60,GetIrisAvEvent_FW
0xff9b3174,GetItemHandleOfDialogBox_FW
0xff8291f8,GetKbdState
0xff82d28c,GetLBOffset_FW
0xffaf03b4,GetLensErrorStatus_FW
0xffb09474,GetLogData_FW
0xffb09564,GetLogDataOnlyAddMemory_FW
0xff9a4198,GetLogicalEventName
0xffb44520,GetLogToFile_FW
0xff98ee08,GetMacroSupportZoomPoint_FW
0xff9a89b0,GetMainPowerLockCounter_FW
0xffafa268,GetMechaShutterCount_FW
0xffafa220,GetMechaShutterStatusEvent_FW
0xff98edcc,GetMFBarData_FW
0xffb14844,GetMinute_FW
0xff8ebda0,GetMontblancVSize_FW
0xffb147ac,GetMonth_FW
0xff98eeec,GetNextFaceFrame_FW
0xff821b64,GetNumberOfPostedMessages
0xffb0c8e8,GetObClampValue_FW
0xff82f55c,GetOpticalTemperature
0xff82f55c,GetOpticalTemperature_FW
0xff9b7830,GetPaletteFromPhysicalScreen_FW
0xff9ad67c,GetParameterData
0xffb13b48,GetPixelsOfViewangle_FW
0xff98f0fc,GetProgramShiftLimitNegative_FW
0xff98f0d8,GetProgramShiftLimitPositive_FW
0xff98f174,GetProgShiftedAv_FW
0xff98f19c,GetProgShiftedTv_FW
0xff9b40a4,GetPropertyFromDialogItem_FW
0xff9b2dc0,GetPropertyFromDialogItemWithID_FW
0xffb14874,GetSecond_FW
0xff9a0fac,GetSelfControllerHandle_FW
0xff822260,GetSemaphoreValue
0xffb0cd3c,GetShutterSpeedRegularMaxLimit_FW
0xffb0cd60,GetShutterSpeedRegularMinLimit_FW
0xff821040,GetSRAndDisableInterrupt
0xff9e451c,GetStateOfMovieSequence_FW
0xff81b99c,GetStringWithPrompt_FW
0xffb13074,GetSumYOfVRAMCenterLine_FW
0xff8287fc,GetSwitchStatus_FW
0xff81ad84,GetSystemTime_FW
0xff814b78,GetTimeOfSystem_FW
0xffb17150,GetTransparentMemory_FW
0xffb171a8,GetTransparentMemoryPosition_FW
0xffb17130,GetTransparentMemorySize_FW
0xffb15014,GetUnpackCrwIntegralValue_FW
0xffb0cd2c,GetUserSetShutterSPeed_FW
0xffb12c7c,GetVideoOutType_FW
0xffb1333c,GetVRAMHPixelsSize
0xffb1333c,GetVRAMHPixelsSize_FW
0xffb13348,GetVRAMVPixelsSize
0xffb13348,GetVRAMVPixelsSize_FW
0xffb0e4dc,GetWBLLDCxCyAdjustmentOffset_FW
0xffb14774,GetYear_FW
0xffaf7b04,GetZoomActuatorCurrentPosition_FW
0xffaf7ac8,GetZoomActuatorLimitAmpere_FW
0xffaf7aa0,GetZoomActuatorSpeedControlGain_FW
0xffaf7a78,GetZoomActuatorSpeedPPS_FW
0xffaf1c64,GetZoomLensCurrentPoint
0xffaf1c64,GetZoomLensCurrentPoint_FW
0xffaf1c78,GetZoomLensCurrentPosition
0xffaf1c78,GetZoomLensCurrentPosition_FW
0xffb0edb4,GetZoomLensElecCurrent_FW
0xffb0ecc0,GetZoomLensResetPlus_FW
0xffb0ece8,GetZoomLensSpeed_FW
0xffaf1c8c,GetZoomLensTelePoint_FW
0xffaed488,GetZoomPiSensorLevel_FW
0xff82218c,GiveSemaphore
0xff82218c,GiveSemaphore_FW
0xff99fa2c,HardwareDefect_FW
0xff99fa5c,HardwareDefectWithRestart_FW
0xffb0964c,InactivateAdjLog_FW
0xffb09858,InitializeAdjustmentFunction_FW
0xffb097c8,InitializeAdjustmentSystem_FW
0xffae69c8,InitializeDCPClassFunctions_FW
0xffb1c058,InitializeDigicon_FW
0xffb1f418,InitializeSoundRec_FW
0xffb1bc18,InitializeTestRec_FW
0xff8b5e64,InPort_FW
0xff9b3cd0,InstallDialogItem_FW
0xffa5d1a4,InstallMyCameraMenu_FW
0xffa58030,InstallPlayMenu_FW
0xffaabee0,InstallPrintMenu_FW
0xffa557d4,InstallRecMenu_FW
0xffa5a228,InstallSetupMenu_FW
0xffb58d9c,iosDevAdd
0xffb58d74,iosDevDelete
0xffb59060,iosDrvInstall
0xffb0ca80,IsAdjCdsMode_FW
0xffb4ef78,isalpha
0xff98f9dc,IsAvailStillOnMovie_FW
0xffa5e7e4,IsCalledStopEVF_FW
0xff9a62a0,IsControlEventActive
0xff9a62a0,IsControlEventActive_FW
0xffb4efa8,isdigit
0xff9a8364,IsDisableAutoShutdown_FW
0xffb05c54,IsDUIDFixFlag_FW
0xff98e8c8,IsEmptyWriteCache_FW
0xff9be74c,IsEnableRefreshPhysicalScreen_FW
0xffb12cbc,IsEVFDrive_FW
0xffb13038,IsEvfDriveMode_FW
0xffb11c30,IsExStrobeChargeComp_FW
0xffb05c8c,IsFactoryMode_FW
0xff98f2f0,IsHighSensitiveISO_FW
0xff98e928,IsLensExtend_FW
0xffaf03a8,IsLensOutside_FW
0xffb09688,IsLogOutType_FW
0xffb4efd8,islower
0xff98f38c,ISOSpeedChanged_FW
0xffb4f008,ispunct
0xffb4f020,isspace
0xff93033c,IsStrobeChargeCompleted
0xff98f320,IsStrobeChargeCompleted_FW
0xffb4f038,isupper
0xffb4f050,isxdigit
0xffaf7b50,IsZoomActuatorResetSensorPlusSide_FW
0xff827f58,kbd_p1_f
0xff827f64,kbd_p1_f_cont
0xff82833c,kbd_p2_f
0xff829238,kbd_pwr_off,(stubs_entry_2.s)
0xff8291f8,kbd_pwr_on,(stubs_entry_2.s)
0xff828024,kbd_read_keys
0xff828d40,kbd_read_keys_r2
0xff9b3a5c,KeepDefaultMoveFocusEventToDialog_FW
0xff98f538,LcdBrightnessMenuIn_FW
0xff98f548,LcdBrightnessMenuOut_FW
0xff95bb80,LcdCon_GetLcdAdjParameter_FW
0xff95bf08,LcdCon_GetLcdBackLightParameter_FW
0xff95bc28,LcdCon_SaveLcdAdjParameter_FW
0xff95bfb0,LcdCon_SaveLcdBackLightParameter_FW
0xff95ba9c,LcdCon_SetLcdAdjParameter_FW
0xff95bdd0,LcdCon_SetLcdBackLightBrightness_FW
0xff95be64,LcdCon_SetLcdBackLightParameter_FW
0xff95b980,LcdCon_SetLcdDriver_FW
0xff95bbd8,LcdCon_ShowLcdAdjParameter_FW
0xff95bf60,LcdCon_ShowLcdBackLightParameter_FW
0xff82fadc,LEDDrive
0xff82fadc,LEDDrive_FW
0xff98f3a0,LightMeteringModeChanged_FW
0xff954a88,LineDefDetect_FW
0xff954b44,LineKizuCheck_FW
0xffb07658,LoadAdjustmentTable_FW
0xffb076bc,LoadAdjustmentValue_FW
0xffb088e4,LoadDataFromAdjTableBin_FW
0xffb087b8,LoadParamDataFromAdjTableBin_FW
0xffb3b600,LoadScript_FW
0xff82eb0c,LoadTest_Result_Print_Off_FW
0xff82eaf8,LoadTest_Result_Print_On_FW
0xff8143f8,LocalTime
0xff9a8814,LockMainPower
0xff9a8814,LockMainPower_FW
0xff9be5bc,LockPhysicalScreen_FW
0xff9b3958,LockRefreshDialog_FW
0xff81817c,LogCameraEvent
0xff9a44e4,LogiEvnt_LoadCameraLog_FW
0xff82d2b4,LowBat_Result_Print_Off_FW
0xff82d29c,LowBat_Result_Print_On_FW
0xff87b66c,Lseek
0xffb57cc0,lseek
0xff87b66c,Lseek_FW
0xffb39ba4,MakeBootDisk_FW
0xff8744f8,MakeDirectory_Fut
0xffb39bb8,MakeScriptDisk_FW
0xffb5abbc,malloc_alt
0xffaea080,MechaRegisterEventProcedure_FW
0xffaea11c,MechaReset_FW
0xffaea154,MechaTerminate_FW
0xffaea0c0,MechaUnRegisterEventProcedure_FW
0xffb52ba4,memchr
0xffb52bd8,memcmp
0xffb52bd8,memcmp_FW
0xffb52c14,memcpy
0xffb52c14,memcpy_FW
0xffb45978,MemoryChecker_FW
0xffb5afdc,memPartInfoGet
0xffb52c8c,memset
0xffb52c8c,memset_FW
0xffb5afcc,memShow_FW
0xff98f4b0,MenuIn_FW
0xff98f4e4,MenuOut_FW
0xff98fc20,MFOff_FW
0xff98fbf0,MFOn_FW
0xff87b7dc,mkdir
0xffb539c0,mktime
0xff9cdf8c,ModeLevelMovieRecForScript_FW
0xff9cdf98,ModeLevelPlayForScript_FW
0xff9cdf80,ModeLevelStillRecForScript_FW
0xff81ada4,MonSelEvent_FW
0xff9a0e74,MoveControllerToTopOfZOrder_FW
0xffb05360,MoveCZToPointEvent_FW
0xffb053fc,MoveCZToTeleEvent_FW
0xffb053b4,MoveCZToWideEvent_FW
0xffaf7c38,MoveDCMotorCCW_FW
0xffaf7bdc,MoveDCMotorCW_FW
0xff9b2ccc,MoveDialogBoxPosition_FW
0xff9b381c,MoveDialogControllerToTopOfZOrder_FW
0xff9b41f8,MoveDialogItemPosition_FW
0xff9b3840,MoveDialogItemPositionToDialog_FW
0xff98eb54,MoveDigitalZoomAt_FW
0xff98eb24,MoveDigitalZoomToTele_FW
0xff98eb34,MoveDigitalZoomToWide_FW
0xffb02d6c,MoveFocusActuator_FW
0xffb0f458,MoveFocusLensToDistance
0xffb0f458,MoveFocusLensToDistance_FW
0xffb0f318,MoveFocusLensToPosition_FW
0xffb0f2b4,MoveFocusLensToPositionWithMaxSpeed_FW
0xffb02b58,MoveFocusLensToTerminate_FW
0xffb0f224,MoveFocusLensToTerminatePosition_FW
0xffb02a2c,MoveFocusLensWithDistance_FW
0xffb02bcc,MoveFocusLensWithPosition_FW
0xffb02c9c,MoveFocusLensWithPositionWithoutBacklash_FW
0xffb0ced4,MoveIrisToAv_FW
0xffaf8e58,MoveIrisToTerminatePositionEvent_FW
0xffaf8e24,MoveIrisWithAvEvent_FW
0xffaf8e74,MoveIrisWithAvWithoutBacklashEvent_FW
0xffaf02c0,MoveLensToFirstPointEvent_FW
0xffaf0338,MoveLensToTerminatePointEvent_FW
0xff98e9f8,MoveOpticalZoomAt_FW
0xff98e9a8,MoveOpticalZoomToTele_FW
0xff98e9c8,MoveOpticalZoomToWide_FW
0xff9b376c,MoveViewPortPosition_FW
0xffaf7a18,MoveZoomActuator_FW
0xffb0edc8,MoveZoomLensToMechaEnd_FW
0xffb0ea70,MoveZoomLensToPoint_FW
0xffb0ea2c,MoveZoomLensToPosition_FW
0xffb0ee50,MoveZoomLensToPositionByManual_FW
0xffaf1c14,MoveZoomLensToTerminatePosition_FW
0xffaf1b44,MoveZoomLensWithPoint
0xffaf1b44,MoveZoomLensWithPoint_FW
0xffaf1bc0,MoveZoomLensWithPosition_FW
0xff986714,Movie.HiCompressionRateMode_FW
0xff986700,Movie.NormalCompressionRateMode_FW
0xff98f908,MovieParamChanged_FW
0xff98f518,MyCameraIn_FW
0xff98f528,MyCameraOut_FW
0xff98f3c8,MyColorMenuIn_FW
0xff98f3d8,MyColorMenuOut_FW
0xff98f3b8,MyColorModeChange_FW
0xff98f418,NDFilter_FW
0xffab25f8,NotifyConnectPictBridge_FW
0xff98f4a8,NotifyConvLensSettingChanged_FW
0xffab2610,NotifyDisconnectPictBridge_FW
0xff98f4a0,NotifyISModeChanged_FW
0xff98f478,NotifyResolutionChanged_FW
0xff98e5a8,NotifyStartupImageCreated_FW
0xff999b28,NR_GetDarkSubType
0xff999b28,NR_GetDarkSubType_FW
0xff999b74,NR_GetDefectCorrectType_FW
0xff999a98,NR_SetDarkSubType
0xff999a98,NR_SetDarkSubType_FW
0xff999af4,NR_SetDefectCorrectType_FW
0xff999bc0,NR_SetLotasPonyType_FW
0xff82ae68,OffPrintFeather_FW
0xff829940,OffPrintHVStatus_FW
0xff829908,OffPrintHVSw_FW
0xff8287e8,OffPrintPhySw_FW
0xffb0e080,OneShotWhigeBalance_FW
0xff82ae50,OnPrintFeather_FW
0xff82992c,OnPrintHVStatus_FW
0xff8298f0,OnPrintHVSw_FW
0xff8287d0,OnPrintPhySw_FW
0xff87b55c,Open
0xffb581c0,open
0xff87b55c,Open_FW
0xff81ba20,OpenConsole_FW
0xffb55038,opendir
0xffafa148,OpenMechaShutterEvent_FW
0xffb0d2dc,OpenMShutter_FW
0xff8b5e50,OutPort_FW
0xffb090f8,OutputLogToFile_FW
0xff9d0ca0,PB2Rec
0xff81ad1c,Peek16_FW
0xff81ad00,Peek32_FW
0xff81ad38,Peek8_FW
0xffaf0398,PermitLensControllerFocusInfinity_FW
0xffaf0388,PermitLensControllerFocusReset_FW
