0xffc18584,_GetSystemTime
0xffd9ed60,EF.StartInternalPreFlash_FW
0xffd9ed3c,EF.StopEFCharge_FW
0xffce1338,EnableDebugLogMode_FW
0xffded5e4,EnableFocusLens_FW
0xffded67c,EnableFocusLensGainLockWithVoltage_FW
0xffded6c0,EnableFocusLensWaveLock_FW
0xffdedc80,EnableFocusPiCircuit_FW
0xffc0b600,EnableInterrupt
0xffdedb1c,EnableIris_FW
0xffde36ac,EnableIrisActuator_FW
0xffdedc60,EnableMechaCircuit_FW
0xffdedcc8,EnableZoomEncoderCircuit_FW
0xffdede9c,EnableZoomLensEncoderPowerControl_FW
0xffdedca4,EnableZoomPiCircuit_FW
0xffd1618c,EndClockMode_FW
0xffc12b88,EngDrvBits
0xffdbbc84,EngDrvBits_FW
0xffc12b6c,EngDrvIn
0xffdbbc74,EngDrvIn_FW
0xffc12b54,EngDrvOut
0xffdbbc58,EngDrvOut_FW
0xffc12b74,EngDrvRead
0xffdbbc7c,EngDrvRead_FW
0xffdbbca8,EngDrvReadDump_FW
0xffd16d74,EngineDriver.Create_FW
0xffc15f54,EnterToCompensationEVF
0xffc39760,EraseAdjustmentArea_FW
0xffc54b88,EraseLogSector_FW
0xffd1cc20,EraseSectorOfRom_FW
0xffd153c0,EraseSignature_FW
0xffc04e98,err_init_task
0xffdece60,EscapeFocusLens_FW
0xffdf1de0,exec_FW
0xffc3dfdc,Executedccd_FW
0xffc3d9a8,ExecuteDigicon_FW
0xffc59eb4,ExecuteEventProcedure
0xffc59f2c,ExecuteEventProcedure_FW
0xffd35630,ExecuteResetFactoryWithRomWrite_FW
0xffc3d68c,ExecuteTestRec_FW
0xffc3d758,ExecuteTestRecCF_FW
0xffc15fa4,ExitFromCompensationEVF
0xffc0bb70,ExitTask
0xffc0bb70,ExitTask_FW
0xffc58704,ExMem.AllocCacheable_FW
0xffc58548,ExMem.AllocUncacheable_FW
0xffc58810,ExMem.FreeCacheable_FW
0xffc58688,ExMem.FreeUncacheable_FW
0xffc57da0,ExMem.View_FW
0xffc5869c,exmem_alloc
0xffc58714,exmem_free
0xffc14300,ExMem_FW
0xffc93df4,ExpCtrlTool.SetExpMode_FW
0xffc21f10,ExpCtrlTool_StartContiAE
0xffc22054,ExpCtrlTool_StopContiAE
0xffc5a8ec,ExportToEventProcedure_FW
0xffd16ca0,FA.Create_FW
0xffd16c8c,FA.Delete_FW
0xffcde71c,FADBGPrintf_FW
0xffcde670,FADBGSingal_FW
0xffcde89c,FAPrintf_FW
0xffc135b0,Fclose_Fut
0xffc135b0,Fclose_Fut_FW
0xffc1379c,Feof_Fut
0xffc137d8,Fflush_Fut
0xffc13704,Fgets_Fut
0xffc602ec,FmtMenu_ExecuteQuickFormat_FW
0xffc13570,Fopen_Fut
0xffc13570,Fopen_Fut_FW
0xffc1365c,Fread_Fut
0xffc1365c,Fread_Fut_FW
0xffc03a98,free
0xffdc18d4,FreeBufferForSoundRec_FW
0xffdf1d6c,FreeMemory
0xffdf1d6c,FreeMemory_FW
0xffc18318,FreeUncacheableMemory
0xffc13750,Fseek_Fut
0xffc13750,Fseek_Fut_FW
0xffc136b0,Fwrite_Fut
0xffc136b0,Fwrite_Fut_FW
0xffc3312c,GetAdChValue_FW
0xffc397c4,GetAdjTableMapVersion_FW
0xffc397d4,GetAdjTableValueVersion_FW
0xffc39790,GetAdjTableVersion_FW
0xffc33124,GetAdVBattBottom_FW
0xffc377b4,GetBatteryTemperature
0xffc377b4,GetBatteryTemperature_FW
0xffc5c914,GetBuildDate_FW
0xffc5c91c,GetBuildTime_FW
0xffc37744,GetCCDTemperature
0xffc37744,GetCCDTemperature_FW
0xffc0c758,GetCh_FW
0xffd0ce14,GetCurrentAvValue
0xffc6824c,GetCurrentCaptureModeType_FW
0xffc3e0e8,GetdccdFilterValue_FW
0xffc3e054,GetdccdImage_FW
0xffd97a70,GetDefectCount_FW
0xffc11c2c,GetDialEventId_FW
0xffc41688,GetDrive_ClusterSize
0xffc416f0,GetDrive_FreeClusters
0xffc416bc,GetDrive_TotalClusters
0xffc178f0,GetEventFlagValue
0xffc5c924,GetFirmwareVersion_FW
0xffde2438,GetFocusLensCurrentPosition_FW
0xffde2888,GetFocusLensDriveVoltage_FW
0xffde2950,GetFocusLensHoldVoltage_FW
0xffded794,GetFocusLensLoadCamTable_FW
0xffded724,GetFocusLensLoadSubjectDistance_FW
0xffded87c,GetFocusLensMoveMaxPosition_FW
0xffded894,GetFocusLensMoveMinPosition_FW
0xffded71c,GetFocusLensPositionRatio_FW
0xffde1cbc,GetFocusLensResetDefaultPosition_FW
0xffde1cac,GetFocusLensResetPosition_FW
0xffe57700,GetFocusLensResetVoltage_FW
0xffde2904,GetFocusLensSettingWaitVoltage_FW
0xffd0b310,GetFocusLensSubjectDistance
0xffded6f8,GetFocusLensSubjectDistance_FW
0xffd0b61c,GetFocusLensSubjectDistanceFromLens
0xffded714,GetFocusLensSubjectDistanceNumber_FW
0xffd0d7e0,GetFocusPiSensorLevel_FW
0xffc4a428,GetGyro10BitDACPitch_FW
0xffc4a430,GetGyro10BitDACYaw_FW
0xffc4a400,GetGyroDataPitch_FW
0xffc4a408,GetGyroDataYaw_FW
0xffc4a458,GetGyroHPFINOffsetPitch_FW
0xffc4a470,GetGyroHPFINOffsetYaw_FW
0xffc4a488,GetGyroHPFINPitch_FW
0xffc4a4e4,GetGyroHPFINYaw_FW
0xffd0ce14,GetIrisAv_FW
0xffd0cfa4,GetIrisCurrentPosition_FW
0xffdee224,GetISDriveAaxis_FW
0xffdee244,GetISDriveBaxis_FW
0xffdee508,GetISFirmVersion_FW
0xffdee324,GetISGyroGainAaxis_FW
0xffdee344,GetISGyroGainBaxis_FW
0xffdee2e4,GetISHallGainAaxis_FW
0xffdee304,GetISHallGainBaxis_FW
0xffdee2a4,GetISHallOffsetAaxis_FW
0xffdee2c4,GetISHallOffsetBaxis_FW
0xffdee5f4,GetISHallOut1Amp_FW
0xffdee530,GetISParamVersion_FW
0xffdee264,GetISPositionAaxis_FW
0xffdee284,GetISPositionBaxis_FW
0xffc35644,GetKbdState
0xffc49574,GetLensErrorStatus_FW
0xffcdeb4c,GetLogData_FW
0xffcdec04,GetLogDataOnlyAddMemory_FW
0xffc54944,GetLogToFile_FW
0xffd0de64,GetMechaShutterStatus_FW
0xffc03c40,GetMemInfo
0xffc273f0,GetMontblancVSize_FW
0xffc17d0c,GetNumberOfPostedMessages
0xffc37824,GetOpticalTemperature
0xffc37824,GetOpticalTemperature_FW
0xffd352b8,GetParameterData
0xffc5dab4,GetPropertyCase
0xffc11c08,GetSDDetect_FW
0xffc11c10,GetSDProtect
0xffc11c10,GetSDProtect_FW
0xffc61354,GetSelfControllerHandle_FW
0xffc0b87c,GetSemaphoreValue
0xffc0b5dc,GetSRAndDisableInterrupt
0xffc0c7a8,GetStringWithPrompt_FW
0xffc11ad8,GetSwitchStatus_FW
0xffdf1dcc,GetSystemTime
0xffdf1dcc,GetSystemTime_FW
0xffd20b44,GetTimeOfSystem_FW
0xffdc1414,GetTransparentMemory_FW
0xffdc1458,GetTransparentMemoryPosition_FW
0xffdc1400,GetTransparentMemorySize_FW
0xffc2a77c,GetVRAMHPixelsSize
0xffc2a788,GetVRAMVPixelsSize
0xffde7bbc,GetZoomActuatorCurrentPosition_FW
0xffde7ba8,GetZoomActuatorSpeedPPS_FW
0xffd0fcc0,GetZoomLensCurrentPoint
0xffd0fcc0,GetZoomLensCurrentPoint_FW
0xffde89e0,GetZoomLensCurrentPosition
0xffd0fc98,GetZoomLensCurrentPosition_FW
0xffd10624,GetZoomLensMechaEdgePosition_FW
0xffd1007c,GetZoomLensTelePoint_FW
0xffd0d798,GetZoomPiSensorLevel_FW
0xffc0b844,GiveSemaphore
0xffc0b844,GiveSemaphore_FW
0xffc623b8,HardwareDefect_FW
0xffc62368,HardwareDefectWithRestart_FW
0xffcdec80,InactivateAdjLog_FW
0xffd16c64,InitializeAdjustmentFunction_FW
0xffd16bf4,InitializeAdjustmentSystem_FW
0xffc3d810,Initializedccd_FW
0xffcbfe7c,InitializeDCPClassFunctions_FW
0xffc3d810,InitializeDigicon_FW
0xffdc19d0,InitializeSoundRec_FW
0xffc3d444,InitializeTestRec_FW
0xffdee138,ISAutoCenter_FW
0xffdee174,ISChangeOPENtoCLOSE_FW
0xffc61e48,IsControlEventActive_FW
0xffdee56c,ISControlStart_FW
0xffdee57c,ISControlStop_FW
0xffc38878,IsDUIDFixFlag_FW
0xffc38838,IsFactoryMode_FW
0xffc49cb4,ISInitMotion_FW
0xffc47fe0,IsLensOutside_FW
0xffcdecac,IsLogOutType_FW
0xffdee618,ISMDStart_FW
0xffdee628,ISMDStop_FW
0xffdee160,ISMoveToMechaEdgeOPEN_FW
0xffdee58c,ISPanModeStart_FW
0xffdee59c,ISPanModeStop_FW
0xffc9e3f0,IsStrobeChargeCompleted
0xffde75b4,IsZoomActuatorResetSensorPlusSide_FW
0xffd15124,j_BeepDrive_FW
0xffda03b4,j_E2LatOn_FW
0xffd9ee38,j_EF.IsChargeFull_FW
0xffd15444,j_exec_FW
0xffc142f8,j_ExMem.AllocCacheable_FW
0xffc142f0,j_ExMem.AllocUncacheable_FW
0xffc142fc,j_ExMem.FreeCacheable_FW
0xffc142f4,j_ExMem.FreeUncacheable_FW
0xffc142ec,j_ExMem.View_FW
0xffd15120,j_GetAdChValue_FW
0xffd1511c,j_GetAdVBattBottom_FW
0xffc378dc,j_GetBatteryTemperature_FW
0xffc378d8,j_GetCCDTemperature_FW
0xffd1519c,j_GetDialEventId_FW
0xffded6ec,j_GetFocusLensCurrentPosition_FW
0xffded7c4,j_GetFocusLensDriveVoltage_FW
0xffded83c,j_GetFocusLensHoldVoltage_FW
0xffded6f4,j_GetFocusLensResetDefaultPosition_FW
0xffded6f0,j_GetFocusLensResetPosition_FW
0xffded878,j_GetFocusLensResetVoltage_FW
0xffded800,j_GetFocusLensSettingWaitVoltage_FW
0xffdedca0,j_GetFocusPiSensorLevel_FW
0xffdee394,j_GetGyro10BitDACPitch_FW
0xffdee398,j_GetGyro10BitDACYaw_FW
0xffdee364,j_GetGyroDataPitch_FW
0xffdee368,j_GetGyroDataYaw_FW
0xffdee3c4,j_GetGyroHPFINOffsetPitch_FW
0xffdee3c8,j_GetGyroHPFINOffsetYaw_FW
0xffdee3cc,j_GetGyroHPFINPitch_FW
0xffdee3d0,j_GetGyroHPFINYaw_FW
0xffdeda88,j_GetIrisAv_FW
0xffdeda8c,j_GetIrisCurrentPosition_FW
0xffdedc40,j_GetLensErrorStatus_FW
0xffdede88,j_GetMechaShutterStatus_FW
0xffc378d4,j_GetOpticalTemperature_FW
0xffd15184,j_GetSDDetect_FW
0xffd15188,j_GetSDProtect_FW
0xffd15170,j_GetSwitchStatus_FW
0xffde7bb4,j_GetZoomActuatorCurrentPosition_FW
0xffdee104,j_GetZoomLensCurrentPoint_FW
0xffdee12c,j_GetZoomLensCurrentPosition_FW
0xffdee134,j_GetZoomLensMechaEdgePosition_FW
0xffdee130,j_GetZoomLensTelePoint_FW
0xffdedcc4,j_GetZoomPiSensorLevel_FW
0xffcbfb3c,j_InitializeDCPClassFunctions_FW
0xffdedc3c,j_IsLensOutside_FW
0xffde7bb8,j_IsZoomActuatorResetSensorPlusSide_FW
0xffd1512c,j_LEDDrive_FW
0xffda30b4,j_LiveImageTool.GetDzoomPosition_FW
0xffc13d90,j_Lseek_FW
0xffd153b8,j_MemoryChecker_FW
0xffd153b4,j_MonSelEvent_FW
0xffc142e8,j_NewTaskShell_FW
0xffd1542c,j_Peek16_FW
0xffd15428,j_Peek32_FW
0xffd15430,j_Peek8_FW
0xffd153b0,j_Printf_FW
0xffc625dc,j_PTM_AllReset_FW
0xffc62b08,j_PTM_BackupUIProperty_FW
0xffc62a5c,j_PTM_GetWorkingCaptureMode_FW
0xffc62aec,j_PTM_IsEnableItem_FW
0xffc62ad8,j_PTM_NextItem_FW
0xffc62adc,j_PTM_PrevItem_FW
0xffc62a60,j_PTM_SetCurrentItem_FW
0xffc62af0,j_PTM_SetProprietyEnable_FW
0xffc14268,j_PutsCameraLogEvent_FW
0xffc13c30,j_Read_FW
0xffd153d0,j_SDump_FW
0xffc1425c,j_ShowCameraLog_FW
0xffc14260,j_ShowCameraLogInfo_FW
0xffc14258,j_StartCameraLog_FW
0xffdee15c,j_StartISLocalAutoCenter_FW
0xffdee158,j_StartISLocalHallAdjust_FW
0xffc14264,j_StopCameraLog_FW
0xffc0d8a4,j_strcmp_FW
0xffd16174,j_UIFS_Capture_FW
0xffd16178,j_UIFS_CaptureNoneStop_FW
0xffd160bc,j_UIFS_MoveZoomTo_FW
0xffd1617c,j_UIFS_StartMovieRecord_FW
0xffd16180,j_UIFS_StopMovieRecord_FW
0xffd16198,j_UIFS_WriteFirmInfoToFile_FW
0xffd15128,j_VbattGet_FW
0xffd153bc,j_VerifyByte_FW
0xffc11d34,kbd_p1_f
0xffc11d40,kbd_p1_f_cont
0xffc1156c,kbd_p2_f
0xffc356c8,kbd_pwr_off,(stubs_entry_2.s)
0xffc11c30,kbd_read_keys
0xffc35104,kbd_read_keys_r2
0xffccb978,LcdCon_GetLcdAdjParameter_FW
0xffccbd40,LcdCon_GetLcdBackLightParameter_FW
0xffccbb70,LcdCon_GetLcdParameter_FW
0xffccba00,LcdCon_SaveLcdAdjParameter_FW
0xffccbdc4,LcdCon_SaveLcdBackLightParameter_FW
0xffccbbf8,LcdCon_SaveLcdParameter_FW
0xffccb8f0,LcdCon_SetLcdAdjParameter_FW
0xffccbcb8,LcdCon_SetLcdBackLightBrightness_FW
0xffccbce8,LcdCon_SetLcdBackLightParameter_FW
0xffccb8b0,LcdCon_SetLcdDriver_FW
0xffccba1c,LcdCon_SetLcdParameter_FW
0xffccb9c0,LcdCon_ShowLcdAdjParameter_FW
0xffccbd84,LcdCon_ShowLcdBackLightParameter_FW
0xffccbbb8,LcdCon_ShowLcdParameter_FW
0xffc31ca4,LcdCon_StartLcdPeriodicalSetting_FW
0xffc31cb4,LcdCon_StopLcdPeriodicalSetting_FW
0xffe1e970,LCDMsg_ChangeColor_FW
0xffe1e78c,LCDMsg_Create_FW
0xffe1e488,LCDMsg_Delete_FW
0xffe1e448,LCDMsg_Move_FW
0xffe1e88c,LCDMsg_SetNum_FW
0xffe1e89c,LCDMsg_SetStr_FW
0xffe1e83c,LCDMsg_SwDisp_FW
0xffc34ce0,LEDDrive
0xffc34ce0,LEDDrive_FW
0xffd97a90,LineDefDetect_FW
0xffd97af4,LineKizuCheck_FW
0xffda3044,LiveImageTool.ChangeDzoom_FW
0xffda2fd4,LiveImageTool.DzoomTele_FW
0xffda2ff4,LiveImageTool.DzoomWide_FW
0xffc2a648,LiveImageTool.GetDzoomPosition_FW
0xffda30b8,LiveImageTool.Jump_FW
0xffda3024,LiveImageTool.Pause_FW
0xffda3034,LiveImageTool.Resume_FW
0xffda2990,LiveImageTool.StartEVF_FW
0xffda2a0c,LiveImageTool.StartEVFFocusJet_FW
0xffda2a88,LiveImageTool.StartEVFMF_FW
0xffda2edc,LiveImageTool.StartEVFMovHD_FW
0xffda2d68,LiveImageTool.StartEVFMovQQVGA_FW
0xffda2bf0,LiveImageTool.StartEVFMovQVGA60_FW
0xffda2cac,LiveImageTool.StartEVFMovQVGA_FW
0xffda2b1c,LiveImageTool.StartEVFMovVGA_FW
0xffda2e24,LiveImageTool.StartEVFMovXGA_FW
0xffda2fa4,LiveImageTool.StartMjpegMaking_FW
0xffda3014,LiveImageTool.StopDzoom_FW
0xffda2f94,LiveImageTool.StopEVF_FW
0xffda2fc4,LiveImageTool.StopMjpegMaking_FW
0xffc398a4,LoadAdjustmentTable_FW
0xffc39ac0,LoadAdjustmentValue_FW
0xffcde2d8,LoadDataFromAdjTableBin_FW
0xffcde1d4,LoadParamDataFromAdjTableBin_FW
0xffc572a0,LoadScript_FW
0xffc57bd4,LocalTime
0xffc6211c,LockMainPower
0xffc6211c,LockMainPower_FW
0xffc5ae84,LogCameraEvent
0xffc13cc8,Lseek
0xffc13cc8,lseek
0xffc13cc8,Lseek_FW
0xffdf24e8,MakeBootDisk_FW
0xffc134a8,MakeDirectory_Fut
0xffdf24fc,MakeScriptDisk_FW
0xffc039c4,malloc
0xffd14f44,Mecha.Create_FW
0xffd14f98,MechaReset_FW
0xffd14fa4,MechaTerminate_FW
0xffd14f08,MechaUnRegisterEventProcedure_FW
0xffc0d90c,memcmp
0xffc0d90c,memcmp_FW
0xffc74f88,memcpy
0xffc74f88,memcpy_FW
0xffdf1518,MemoryChecker_FW
0xffd7cbe4,memset
0xffd7cbe4,memset_FW
0xffc00bd0,memShow_FW
0xffc13f2c,mkdir
0xffc757f4,mktime_ext
0xffdf1e54,MonSelEvent_FW
0xffc61210,MoveControllerToTopOfZOrder_FW
0xffdecce8,MoveCZToPoint_FW
0xffdecd50,MoveCZToTele_FW
0xffdecd20,MoveCZToWide_FW
0xffe56b60,MoveDCMotorCCW_FW
0xffe56ad8,MoveDCMotorCW_FW
0xffded268,MoveFocusActuator_FW
0xffe3f55c,MoveFocusLensToDistance
0xffdeced8,MoveFocusLensToTerminate_FW
0xffdecf34,MoveFocusLensWithDistance_FW
0xffded040,MoveFocusLensWithPosition_FW
0xffded154,MoveFocusLensWithPositionWithoutBacklash_FW
0xffdeda60,MoveIrisToFullClose_FW
0xffdeda38,MoveIrisToFullOpen_FW
0xffded9e4,MoveIrisToPositionWithBacklash_FW
0xffdedabc,MoveIrisToPositionWithoutBacklash_FW
0xffded95c,MoveIrisToStandbyPosition_FW
0xffdeda10,MoveIrisToTerminatePosition_FW
0xffded984,MoveIrisWithAv
0xffded984,MoveIrisWithAv_FW
0xffded9b0,MoveIrisWithAvAndSpeed_FW
0xffdedae8,MoveIrisWithAvAndSpeedWithoutBacklash_FW
0xffdeda90,MoveIrisWithAvWithoutBacklash_FW
0xffdedbbc,MoveLensToFirstPoint_FW
0xffdedc04,MoveLensToTerminatePoint_FW
0xffde7b4c,MoveZoomActuator_FW
0xffdee094,MoveZoomLensToMechaEdge_FW
0xffdee054,MoveZoomLensToTerminatePosition_FW
0xffdedfcc,MoveZoomLensWithPoint
0xffdedfcc,MoveZoomLensWithPoint_FW
0xffdee010,MoveZoomLensWithPosition_FW
0xffc5d578,NewTaskShell
0xffc5d5d8,NewTaskShell_FW
0xffd197ac,NR_GetDarkSubType
0xffd197ac,NR_GetDarkSubType_FW
0xffd197ec,NR_GetDefectCorrectType_FW
0xffd19738,NR_SetDarkSubType
0xffd19738,NR_SetDarkSubType_FW
0xffd19780,NR_SetDefectCorrectType_FW
0xffd1982c,NR_SetLotasPonyType_FW
0xffd15160,OffPrintPhySw_FW
0xffd15150,OnPrintPhySw_FW
0xffc13b60,Open
0xffc09ec4,open
0xffc13b60,Open_FW
0xffc0c808,OpenConsole_FW
0xffdd962c,OpenFastDir
0xffc1426c,OpLog.Create_FW
0xffc5bca8,OpLog.Get_FW
0xffc5bd64,OpLog.Play_FW
0xffc5b450,OpLog.ReadFromROM_FW
0xffc5b4d0,OpLog.ReadFromSD_FW
0xffc5bcc8,OpLog.Show_FW
0xffc5be98,OpLog.Start_FW
0xffc5b424,OpLog.Stop_FW
0xffc5bc80,OpLog.WriteToROM_FW
0xffc5b878,OpLog.WriteToSD_FW
0xffcde8ec,OutputLogToFile_FW
0xffc64d3c,PB2Rec
0xffdf1d9c,Peek16_FW
0xffdf1d94,Peek32_FW
0xffdf1da4,Peek8_FW
0xffd978b8,PointDefDetect_FW
0xffd97a0c,PointKizuCheck_FW
0xffd15408,Poke16_FW
0xffd153f8,Poke32_FW
0xffd15418,Poke8_FW
0xffc61850,PostEventShootSeqToUI_FW
0xffc6178c,PostLogicalEventForNotPowerType
0xffc6178c,PostLogicalEventForNotPowerType_FW
0xffc617d8,PostLogicalEventToUI
0xffc617d8,PostLogicalEventToUI_FW
0xffc17c30,PostMessageQueue
0xffc0bcf8,PostMessageQueueStrictly
0xffc39ae4,PrintAdjTableMap_FW
0xffc57294,Printf_FW
0xffcde650,PrintFaexeVersioin_FW
0xffcde61c,PrintFirmVersion_FW
0xffc4cac4,PT_BatLvChange_Low_FW
0xffc4cab4,PT_BatLvChange_PreWeak_FW
0xffc4cacc,PT_BatLvChange_SysLow_FW
0xffc4cabc,PT_BatLvChange_Weak_FW
0xffc4cff0,PT_ChangeZoomSpeed_FW
0xffc4ca94,PT_CompleteCaptModeChange_FW
0xffc4caa4,PT_CompleteCharge_FW
0xffc4caac,PT_CompleteFileWrite_FW
0xffc4ca5c,PT_CompletePreCapt_FW
0xffc4ca7c,PT_CompleteStopDigZoom_FW
0xffc4ca74,PT_CompleteStopZoom_FW
0xffc4ca84,PT_CompleteStoreLens_FW
0xffc4ca9c,PT_CompleteSynchroWrite_FW
0xffc4d024,PT_DoAELock_FW
0xffc4d004,PT_DoAFLock_FW
0xffc4cd90,PT_EraseAllFile_FW
0xffc4cb8c,PT_FinishBatteryTest_FW
0xffc4cba8,PT_GetBatteryLevel_FW
0xffc4ce98,PT_GetLocalDateAndTimeString_FW
